DateTime,AdviceCode,Speed,Length,StopTime,RoadTemperature,OCCFactor,Gap,Headway
2022-09-28 10:23:39,2,38,17,0,32,1,170,9475
2022-09-28 10:23:46,2,29,15,0,32,1,7,298
2022-09-28 10:25:31,2,31,20,0,32,1,105,4774
2022-09-28 10:25:55,2,32,18,0,32,1,24,1126
2022-09-28 10:31:25,2,29,14,0,32,1,330,14036
2022-09-28 10:31:28,2,26,16,0,32,1,3,114
2022-09-28 10:34:32,2,29,9,0,32,0,184,7826
2022-09-28 10:35:11,2,28,14,0,32,1,39,1602
2022-09-28 10:36:00,2,37,17,0,32,1,49,2659
2022-09-28 10:36:42,2,35,15,0,32,1,42,2156
2022-09-28 10:39:34,2,27,15,0,32,1,172,6811
2022-09-28 10:41:06,2,31,13,0,32,1,92,4183
2022-09-28 10:43:36,2,32,17,0,32,1,150,7040
2022-09-28 10:45:06,2,24,13,0,32,1,90,3168
2022-09-28 10:48:31,2,34,15,0,32,1,205,10223
2022-09-28 10:48:58,2,25,12,0,32,1,27,990
2022-09-28 10:51:52,2,30,16,0,32,1,174,7656
2022-09-28 10:53:23,2,27,14,0,32,1,91,3604
2022-09-28 10:53:55,2,26,16,0,32,1,32,1220
2022-09-28 10:54:57,2,20,9,0,32,1,62,1819
2022-09-28 10:56:31,2,30,17,0,32,1,94,4136
2022-09-28 10:57:45,2,37,21,0,32,1,74,4016
2022-09-28 10:58:21,2,32,13,0,32,1,36,1690
2022-09-28 10:59:15,2,25,19,0,32,1,54,1980
2022-09-28 11:00:45,2,34,15,0,32,1,90,4488
2022-09-28 11:03:31,2,32,58,0,32,3,166,7791
2022-09-28 11:05:39,2,28,15,0,32,1,128,5257
2022-09-28 11:08:35,128,255,14,0,32,0,176,65824
2022-09-28 11:09:04,2,34,14,0,32,1,29,1446
2022-09-28 11:09:15,2,28,13,0,32,1,11,452
2022-09-28 11:11:39,2,28,16,0,32,1,144,5914
2022-09-28 11:14:54,2,24,14,0,32,1,195,6864
2022-09-28 11:15:25,2,34,16,0,32,1,31,1546
2022-09-28 11:15:30,2,27,15,0,32,1,5,198
2022-09-28 11:17:24,2,34,15,0,32,1,114,5685
2022-09-28 11:17:32,2,36,12,0,32,0,8,422
2022-09-28 11:18:45,2,33,10,0,32,0,73,3533
2022-09-28 11:27:34,2,27,16,0,32,1,529,20948
2022-09-28 11:27:58,128,255,115,0,32,1,24,8976
2022-09-28 11:28:20,2,21,20,0,32,1,22,678
2022-09-28 11:28:47,2,34,13,0,32,1,27,1346
2022-09-28 11:28:53,2,39,19,0,32,1,6,343
2022-09-28 11:31:11,2,32,13,0,32,1,138,6477
2022-09-28 11:32:39,2,27,15,0,32,1,88,3485
2022-09-28 11:33:24,2,28,16,0,32,1,45,1848
2022-09-28 11:33:34,2,29,16,0,32,1,10,425
2022-09-28 11:35:25,2,32,13,0,32,1,111,5210
2022-09-28 11:36:18,2,31,15,0,32,1,53,2410
2022-09-28 11:37:29,2,27,15,0,32,1,71,2812
2022-09-28 11:37:35,128,255,41,0,32,0,6,2244
2022-09-28 11:39:45,2,31,20,0,32,1,130,5911
2022-09-28 11:41:52,2,31,18,0,32,1,127,5774
2022-09-28 11:42:42,2,29,10,0,32,1,50,2127
2022-09-28 11:43:03,128,255,255,0,32,1,21,7854
2022-09-28 11:44:25,2,31,12,0,32,1,82,3728
2022-09-28 11:44:51,128,217,108,0,32,1,26,8275
2022-09-28 11:49:18,2,34,19,0,32,1,267,13314
2022-09-28 11:51:02,2,29,15,0,32,1,104,4423
2022-09-28 11:54:13,2,30,15,0,32,1,191,8404
2022-09-28 11:54:54,2,27,13,0,32,1,41,1624
2022-09-28 11:55:37,2,27,12,0,32,1,43,1703
2022-09-28 11:57:49,2,29,31,0,32,2,132,5614
